facet_id,facet_name,facet_category,facet_group,facet_tier,facet_priority,facet_type,facet_description,evaluation_prompt,score_definition,confidence_threshold,embedding_id,retrieval_tags,severity_weight,retrieval_keywords,semantic_group,domain_classification
F-0319,Expectation Setting Sla,Customer Support,Agent Workflows,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding expectation setting sla in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's expectation setting sla. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.72,emb_f_0319,"customer support,tag_expectation_setting_sla",0.62,"expectation, setting, sla, customer support",sem_group_customer support,domain_customer support
F-0320,Hold Time Courtesy,Customer Support,Agent Workflows,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding hold time courtesy in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's hold time courtesy. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.74,emb_f_0320,"customer support,tag_hold_time_courtesy",0.68,"hold, time, courtesy, customer support",sem_group_customer support,domain_customer support
F-0321,Customer Retention Tactics,Customer Support,Agent Workflows,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding customer retention tactics in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's customer retention tactics. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.75,emb_f_0321,"customer support,tag_customer_retention_tactics",0.73,"customer, retention, tactics, customer support",sem_group_customer support,domain_customer support
F-0322,Upselling Moderation,Customer Support,Agent Workflows,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding upselling moderation in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's upselling moderation. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.76,emb_f_0322,"customer support,tag_upselling_moderation",0.78,"upselling, moderation, customer support",sem_group_customer support,domain_customer support
F-0323,Cross Selling Tactics,Customer Support,Agent Workflows,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding cross selling tactics in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's cross selling tactics. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.78,emb_f_0323,"customer support,tag_cross_selling_tactics",0.83,"cross, selling, tactics, customer support",sem_group_customer support,domain_customer support
F-0324,Product Defect Handling,Customer Support,Agent Workflows,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding product defect handling in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's product defect handling. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.79,emb_f_0324,"customer support,tag_product_defect_handling",0.88,"product, defect, handling, customer support",sem_group_customer support,domain_customer support
F-0325,Shipping Tracking Updates,Customer Support,Agent Workflows,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding shipping tracking updates in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's shipping tracking updates. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.81,emb_f_0325,"customer support,tag_shipping_tracking_updates",0.94,"shipping, tracking, updates, customer support",sem_group_customer support,domain_customer support
F-0326,Service Outage Handling,Customer Support,Agent Workflows,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding service outage handling in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's service outage handling. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.82,emb_f_0326,"customer support,tag_service_outage_handling",0.99,"service, outage, handling, customer support",sem_group_customer support,domain_customer support
F-0327,Customer Feedback Collection,Customer Support,Agent Workflows,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding customer feedback collection in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's customer feedback collection. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.83,emb_f_0327,"customer support,tag_customer_feedback_collection",0.64,"customer, feedback, collection, customer support",sem_group_customer support,domain_customer support
F-0328,Loyalty Program Explanation,Customer Support,Agent Workflows,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding loyalty program explanation in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's loyalty program explanation. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.85,emb_f_0328,"customer support,tag_loyalty_program_explanation",0.69,"loyalty, program, explanation, customer support",sem_group_customer support,domain_customer support
F-0329,Subscription Cancellation,Customer Support,Agent Workflows,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding subscription cancellation in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's subscription cancellation. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.86,emb_f_0329,"customer support,tag_subscription_cancellation",0.74,"subscription, cancellation, customer support",sem_group_customer support,domain_customer support
F-0330,Warranty Claims Processing,Customer Support,Agent Workflows,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding warranty claims processing in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's warranty claims processing. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.88,emb_f_0330,"customer support,tag_warranty_claims_processing",0.79,"warranty, claims, processing, customer support",sem_group_customer support,domain_customer support
F-0331,Identity Verification Support,Customer Support,Agent Workflows,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding identity verification support in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's identity verification support. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.89,emb_f_0331,"customer support,tag_identity_verification_support",0.84,"identity, verification, support, customer support",sem_group_customer support,domain_customer support
F-0332,Password Reset Assistance,Customer Support,Agent Workflows,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding password reset assistance in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's password reset assistance. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.7,emb_f_0332,"customer support,tag_password_reset_assistance",0.9,"password, reset, assistance, customer support",sem_group_customer support,domain_customer support
F-0333,Promo Code Troubleshooting,Customer Support,Agent Workflows,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding promo code troubleshooting in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's promo code troubleshooting. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.72,emb_f_0333,"customer support,tag_promo_code_troubleshooting",0.95,"promo, code, troubleshooting, customer support",sem_group_customer support,domain_customer support
F-0334,Corporate Policy Adherence,Customer Support,Agent Workflows,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding corporate policy adherence in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's corporate policy adherence. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.73,emb_f_0334,"customer support,tag_corporate_policy_adherence",1.0,"corporate, policy, adherence, customer support",sem_group_customer support,domain_customer support
F-0335,Customer Frustration Mitigation,Customer Support,Agent Workflows,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding customer frustration mitigation in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's customer frustration mitigation. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.74,emb_f_0335,"customer support,tag_customer_frustration_mitigation",0.65,"customer, frustration, mitigation, customer support",sem_group_customer support,domain_customer support
F-0336,Multi Channel Coordination,Customer Support,Agent Workflows,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding multi channel coordination in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's multi channel coordination. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.76,emb_f_0336,"customer support,tag_multi_channel_coordination",0.7,"multi, channel, coordination, customer support",sem_group_customer support,domain_customer support
F-0337,Agent Handoff Seamlessness,Customer Support,Agent Workflows,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding agent handoff seamlessness in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's agent handoff seamlessness. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.77,emb_f_0337,"customer support,tag_agent_handoff_seamlessness",0.75,"agent, handoff, seamlessness, customer support",sem_group_customer support,domain_customer support
F-0338,Service Recovery Paradox,Customer Support,Agent Workflows,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding service recovery paradox in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's service recovery paradox. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.79,emb_f_0338,"customer support,tag_service_recovery_paradox",0.8,"service, recovery, paradox, customer support",sem_group_customer support,domain_customer support
F-0339,Solution Validation Customer,Customer Support,Agent Workflows,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding solution validation customer in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's solution validation customer. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.8,emb_f_0339,"customer support,tag_solution_validation_customer",0.86,"solution, validation, customer, customer support",sem_group_customer support,domain_customer support
F-0340,Jargon Free Explanations,Customer Support,Agent Workflows,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding jargon free explanations in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's jargon free explanations. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.81,emb_f_0340,"customer support,tag_jargon_free_explanations",0.91,"jargon, free, explanations, customer support",sem_group_customer support,domain_customer support
F-0341,Positive Phrasing Support,Customer Support,Agent Workflows,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding positive phrasing support in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's positive phrasing support. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.83,emb_f_0341,"customer support,tag_positive_phrasing_support",0.96,"positive, phrasing, support, customer support",sem_group_customer support,domain_customer support
F-0342,Callback Scheduling,Customer Support,Agent Workflows,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding callback scheduling in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's callback scheduling. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.84,emb_f_0342,"customer support,tag_callback_scheduling",0.61,"callback, scheduling, customer support",sem_group_customer support,domain_customer support
F-0343,Case Documentation Notes,Customer Support,Agent Workflows,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding case documentation notes in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's case documentation notes. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.86,emb_f_0343,"customer support,tag_case_documentation_notes",0.66,"case, documentation, notes, customer support",sem_group_customer support,domain_customer support
F-0344,Privacy Compliance Verification,Customer Support,Agent Workflows,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding privacy compliance verification in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's privacy compliance verification. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.87,emb_f_0344,"customer support,tag_privacy_compliance_verification",0.71,"privacy, compliance, verification, customer support",sem_group_customer support,domain_customer support
F-0345,Security Questions Handling,Customer Support,Agent Workflows,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding security questions handling in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's security questions handling. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.88,emb_f_0345,"customer support,tag_security_questions_handling",0.76,"security, questions, handling, customer support",sem_group_customer support,domain_customer support
F-0346,Store Locator Support,Customer Support,Agent Workflows,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding store locator support in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's store locator support. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.9,emb_f_0346,"customer support,tag_store_locator_support",0.82,"store, locator, support, customer support",sem_group_customer support,domain_customer support
F-0347,Returns Authorization,Customer Support,Agent Workflows,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding returns authorization in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's returns authorization. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.71,emb_f_0347,"customer support,tag_returns_authorization",0.87,"returns, authorization, customer support",sem_group_customer support,domain_customer support
F-0348,Delivery Issue Resolution,Customer Support,Agent Workflows,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding delivery issue resolution in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's delivery issue resolution. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.72,emb_f_0348,"customer support,tag_delivery_issue_resolution",0.92,"delivery, issue, resolution, customer support",sem_group_customer support,domain_customer support
F-0349,Loyalty Reward Redemption,Customer Support,Agent Workflows,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding loyalty reward redemption in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's loyalty reward redemption. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.74,emb_f_0349,"customer support,tag_loyalty_reward_redemption",0.97,"loyalty, reward, redemption, customer support",sem_group_customer support,domain_customer support
F-0350,Corporate Social Responsibility,Customer Support,Agent Workflows,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding corporate social responsibility in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's corporate social responsibility. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.75,emb_f_0350,"customer support,tag_corporate_social_responsibility",0.62,"corporate, social, responsibility, customer support",sem_group_customer support,domain_customer support
F-0351,Business Hours Etiquette,Customer Support,Agent Workflows,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding business hours etiquette in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's business hours etiquette. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.77,emb_f_0351,"customer support,tag_business_hours_etiquette",0.67,"business, hours, etiquette, customer support",sem_group_customer support,domain_customer support
F-0352,User Satisfaction Check,Customer Support,Agent Workflows,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding user satisfaction check in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's user satisfaction check. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.78,emb_f_0352,"customer support,tag_user_satisfaction_check",0.72,"user, satisfaction, check, customer support",sem_group_customer support,domain_customer support
F-0353,Python Code Syntax,Technical Skills,Coding and Technical,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding python code syntax in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's python code syntax. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.79,emb_f_0353,"technical skills,tag_python_code_syntax",0.78,"python, code, syntax, technical skills",sem_group_technical skills,domain_technical skills
F-0354,Sql Query Generation,Technical Skills,Coding and Technical,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding sql query generation in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's sql query generation. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.81,emb_f_0354,"technical skills,tag_sql_query_generation",0.83,"sql, query, generation, technical skills",sem_group_technical skills,domain_technical skills
F-0355,Regex Pattern Creation,Technical Skills,Coding and Technical,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding regex pattern creation in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's regex pattern creation. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.82,emb_f_0355,"technical skills,tag_regex_pattern_creation",0.88,"regex, pattern, creation, technical skills",sem_group_technical skills,domain_technical skills
F-0356,Json Schema Validation,Technical Skills,Coding and Technical,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding json schema validation in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's json schema validation. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.84,emb_f_0356,"technical skills,tag_json_schema_validation",0.93,"json, schema, validation, technical skills",sem_group_technical skills,domain_technical skills
F-0357,Api Endpoint Design,Technical Skills,Coding and Technical,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding api endpoint design in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's api endpoint design. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.85,emb_f_0357,"technical skills,tag_api_endpoint_design",0.98,"api, endpoint, design, technical skills",sem_group_technical skills,domain_technical skills
F-0358,Markdown Table Structuring,Technical Skills,Coding and Technical,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding markdown table structuring in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's markdown table structuring. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.86,emb_f_0358,"technical skills,tag_markdown_table_structuring",0.63,"markdown, table, structuring, technical skills",sem_group_technical skills,domain_technical skills
F-0359,Latex Equation Rendering,Technical Skills,Coding and Technical,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding latex equation rendering in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's latex equation rendering. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.88,emb_f_0359,"technical skills,tag_latex_equation_rendering",0.68,"latex, equation, rendering, technical skills",sem_group_technical skills,domain_technical skills
F-0360,Git Workflow Commands,Technical Skills,Coding and Technical,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding git workflow commands in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's git workflow commands. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.89,emb_f_0360,"technical skills,tag_git_workflow_commands",0.74,"git, workflow, commands, technical skills",sem_group_technical skills,domain_technical skills
F-0361,Dockerfile Configuration,Technical Skills,Coding and Technical,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding dockerfile configuration in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's dockerfile configuration. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.7,emb_f_0361,"technical skills,tag_dockerfile_configuration",0.79,"dockerfile, configuration, technical skills",sem_group_technical skills,domain_technical skills
F-0362,Html Css Layout,Technical Skills,Coding and Technical,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding html css layout in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's html css layout. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.72,emb_f_0362,"technical skills,tag_html_css_layout",0.84,"html, css, layout, technical skills",sem_group_technical skills,domain_technical skills
F-0363,Bash Script Automation,Technical Skills,Coding and Technical,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding bash script automation in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's bash script automation. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.73,emb_f_0363,"technical skills,tag_bash_script_automation",0.89,"bash, script, automation, technical skills",sem_group_technical skills,domain_technical skills
F-0364,Encryption Decryption Logic,Technical Skills,Coding and Technical,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding encryption decryption logic in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's encryption decryption logic. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.75,emb_f_0364,"technical skills,tag_encryption_decryption_logic",0.94,"encryption, decryption, logic, technical skills",sem_group_technical skills,domain_technical skills
F-0365,Network Ping Trace,Technical Skills,Coding and Technical,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding network ping trace in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's network ping trace. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.76,emb_f_0365,"technical skills,tag_network_ping_trace",1.0,"network, ping, trace, technical skills",sem_group_technical skills,domain_technical skills
F-0366,Hardware Diagnostic Steps,Technical Skills,Coding and Technical,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding hardware diagnostic steps in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's hardware diagnostic steps. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.77,emb_f_0366,"technical skills,tag_hardware_diagnostic_steps",0.64,"hardware, diagnostic, steps, technical skills",sem_group_technical skills,domain_technical skills
F-0367,Machine Learning Model Def,Technical Skills,Coding and Technical,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding machine learning model def in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's machine learning model def. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.79,emb_f_0367,"technical skills,tag_machine_learning_model_def",0.7,"machine, learning, model, def, technical skills",sem_group_technical skills,domain_technical skills
F-0368,Algorithm Complexity Big O,Technical Skills,Coding and Technical,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding algorithm complexity big o in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's algorithm complexity big o. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.8,emb_f_0368,"technical skills,tag_algorithm_complexity_big_o",0.75,"algorithm, complexity, big, o, technical skills",sem_group_technical skills,domain_technical skills
F-0369,Rest Api Integration,Technical Skills,Coding and Technical,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding rest api integration in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's rest api integration. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.82,emb_f_0369,"technical skills,tag_rest_api_integration",0.8,"rest, api, integration, technical skills",sem_group_technical skills,domain_technical skills
F-0370,Database Indexing Design,Technical Skills,Coding and Technical,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding database indexing design in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's database indexing design. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.83,emb_f_0370,"technical skills,tag_database_indexing_design",0.85,"database, indexing, design, technical skills",sem_group_technical skills,domain_technical skills
F-0371,Multi Threading Concurrency,Technical Skills,Coding and Technical,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding multi threading concurrency in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's multi threading concurrency. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.84,emb_f_0371,"technical skills,tag_multi_threading_concurrency",0.9,"multi, threading, concurrency, technical skills",sem_group_technical skills,domain_technical skills
F-0372,Memory Allocation Pointers,Technical Skills,Coding and Technical,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding memory allocation pointers in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's memory allocation pointers. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.86,emb_f_0372,"technical skills,tag_memory_allocation_pointers",0.96,"memory, allocation, pointers, technical skills",sem_group_technical skills,domain_technical skills
F-0373,Debugging Stack Trace,Technical Skills,Coding and Technical,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding debugging stack trace in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's debugging stack trace. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.87,emb_f_0373,"technical skills,tag_debugging_stack_trace",0.6,"debugging, stack, trace, technical skills",sem_group_technical skills,domain_technical skills
